"Time Created","Screen Name","Follower Count","Full Text","Location","Hashtags","Mentions","Platform"
"Tue Apr 11 05:39:14 +0000 2017","KSA_Security","22632","RT @EMahmoudSoliman: القبض على هاكر روسى فى أسبانيا متهم بالإشتراك فى الهجمات الإلكترونية الروسية للتأثير على نتائج الإنتخابات الرئاسية…","","[]","[u'Eng. Mahmoud Soliman']","iPhone"
"Tue Apr 11 05:40:49 +0000 2017","otepofficial","51387","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","Lost Angels, California","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","iPhone"
"Tue Apr 11 05:41:33 +0000 2017","MartaM62296137","424","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","iPhone"
"Tue Apr 11 05:43:04 +0000 2017","DavidLance3","923","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","iPhone"
"Tue Apr 11 05:43:15 +0000 2017","ESNK","185","@wikileaks Bar that there was no evidence of the said #RussianHacking what was the big deal then becomes they are nothing compared to the US","3rd Rock From The Sun","['RussianHacking']","[u'WikiLeaks']","Android"
"Tue Apr 11 05:43:47 +0000 2017","kryptomania84","384","#Superman ist tot und schuld sind die Nerds😉 kleiner recall zu #DNCleak im aktuellen Kontext #russianhacking #cyber https://t.co/iiAbQGNUsN","","['Superman', 'DNCleak', 'russianhacking', 'cyber']","[]","Android"
"Tue Apr 11 05:44:28 +0000 2017","detroitdre1974","98","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","Detroit, MI","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","iPhone"
"Tue Apr 11 05:45:27 +0000 2017","grollen","109","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","San Francisco","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","Android"
"Tue Apr 11 05:45:55 +0000 2017","Wellness4You13","1071","RT @RepSwalwell: So do I. That's why @RepCummings &amp; I wrote legislation calling for an independent commission into #RussianHacking &amp;…","Democracy","['RussianHacking']","[u'Rep. Eric Swalwell', u'Elijah E. Cummings']","Android"
"Tue Apr 11 05:46:17 +0000 2017","Wellness4You13","1071","RT @RepSwalwell: Our #RussianHacking investigation must pursue every lead. And not fall for @realDonaldTrump's obstruction. I lay it…","Democracy","['RussianHacking']","[u'Rep. Eric Swalwell', u'Donald J. Trump']","Android"
"Tue Apr 11 05:46:59 +0000 2017","TheSoulCab","1247","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","Android"
"Tue Apr 11 05:48:09 +0000 2017","sloopydeb","640","RT @MarciaHilber: Yep, yep!  #Trumprussia #russianhacking https://t.co/RX4UpcoW2A","Ohio","['Trumprussia', 'russianhacking']","[u'Marcia Hilber']","iPhone"
"Tue Apr 11 05:48:36 +0000 2017","jgionova","1131","RT @MarciaHilber: Yep, yep!  #Trumprussia #russianhacking https://t.co/RX4UpcoW2A","Miami Beach, FL","['Trumprussia', 'russianhacking']","[u'Marcia Hilber']"
"Tue Apr 11 05:48:54 +0000 2017","Hillaryh4444Hos","791","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","iPhone"
"Tue Apr 11 05:49:06 +0000 2017","bumbobumbo","266","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","NYC, baby","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","Twitter Web Client"
"Tue Apr 11 05:49:24 +0000 2017","DeborahSine","254","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","Android"
"Tue Apr 11 05:49:49 +0000 2017","Weedbike","305","Don't get distracted!  https://t.co/JdA7B2GXLQ #russiagate #russianhacking #ElectionHacking #Hackers","Lehi, UT","['russiagate', 'russianhacking', 'ElectionHacking', 'Hackers']","[]","iPad"
"Tue Apr 11 05:50:40 +0000 2017","ihtalso","40","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","Android"
"Tue Apr 11 05:50:55 +0000 2017","Jkineman","1120","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","Seattle, WA","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","iPhone"
"Tue Apr 11 05:51:04 +0000 2017","djbratpack","10780","#Russianhacking #Trumprussia #russiagate #TrumpRussiaCoverUp 
#TheResistance https://t.co/OEVdrNFgB5","Raising Cane in Missouri ;)b","['Russianhacking', 'Trumprussia', 'russiagate', 'TrumpRussiaCoverUp', 'TheResistance']","[]","Twitter Web Client"
"Tue Apr 11 05:51:23 +0000 2017","snarkytoes","472","RT @vidalexperience: @jennycohn1 @KrukMatt @Holly_not_Dolly @OmarAslamLugo @TrickFreee @jessiemgio23 Entirely possible assertion by Habe…","","[]","[u'Julian Vidal', u'Jennifer Cohn', u'Matthew Kruk', u'Holly Houston', u'Omar Aslam Lugo', u'Patrick', u'Jessiemgio23']","iPad"
"Tue Apr 11 05:51:52 +0000 2017","sambewitched123","633","RT @RepSwalwell: Our #RussianHacking investigation must pursue every lead. And not fall for @realDonaldTrump's obstruction. I lay it…","The World","['RussianHacking']","[u'Rep. Eric Swalwell', u'Donald J. Trump']","Android"
"Tue Apr 11 05:52:07 +0000 2017","djbratpack","10780","#Levashov #RussianHacking #TrumpRussia #Russiagate #TrumpRussiaCollusion 
#TheResistance https://t.co/efwg4VWsVq","Raising Cane in Missouri ;)b","['Levashov', 'RussianHacking', 'TrumpRussia', 'Russiagate', 'TrumpRussiaCollusion', 'TheResistance']","[]","Twitter Web Client"
"Tue Apr 11 05:52:20 +0000 2017","janeeucraft","1536","RT @luisapersnik: This is obstruction of justice and #TrumpRussiaCollusion #NunesMustResign #russiagate #russianhacking…","United States","['TrumpRussiaCollusion', 'NunesMustResign', 'russiagate', 'russianhacking']","[u'Resistingisourduty']","iPhone"
"Tue Apr 11 05:54:31 +0000 2017","EspadaGiclee","1295","RT @djbratpack: #Russianhacking #Trumprussia #russiagate #TrumpRussiaCoverUp 
#TheResistance https://t.co/OEVdrNFgB5","USA","['Russianhacking', 'Trumprussia', 'russiagate', 'TrumpRussiaCoverUp', 'TheResistance']","[u""DB's_a_Dem-a-Cat""]","iPad"
"Tue Apr 11 05:55:23 +0000 2017","penndragonArt","22205","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","Las Vegas/Los Angeles","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","iPhone"
"Tue Apr 11 05:55:48 +0000 2017","toastinchiefnow","52","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']"
"Tue Apr 11 05:56:41 +0000 2017","GarrettRuby","3178","RT @djbratpack: #Levashov #RussianHacking #TrumpRussia #Russiagate #TrumpRussiaCollusion 
#TheResistance https://t.co/efwg4VWsVq","BLUE in RED South","['Levashov', 'RussianHacking', 'TrumpRussia', 'Russiagate', 'TrumpRussiaCollusion', 'TheResistance']","[u""DB's_a_Dem-a-Cat""]","iPad"
"Tue Apr 11 05:57:32 +0000 2017","SusanDa50168535","49","RT @MarciaHilber: Yep, yep!  #Trumprussia #russianhacking https://t.co/RX4UpcoW2A","Santa Rosa, CA","['Trumprussia', 'russianhacking']","[u'Marcia Hilber']","iPhone"
"Tue Apr 11 05:57:40 +0000 2017","sunluver57","374","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","can't receive w/a closed fist","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']"
"Tue Apr 11 05:57:42 +0000 2017","OliviaGarcia45","135","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","Twitter Web Client"
"Tue Apr 11 05:59:33 +0000 2017","otepofficial","51386","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","Lost Angels, California","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","iPhone"
"Tue Apr 11 06:02:23 +0000 2017","jgionova","1131","RT @djbratpack: #Levashov #RussianHacking #TrumpRussia #Russiagate #TrumpRussiaCollusion 
#TheResistance https://t.co/efwg4VWsVq","Miami Beach, FL","['Levashov', 'RussianHacking', 'TrumpRussia', 'Russiagate', 'TrumpRussiaCollusion', 'TheResistance']","[u""DB's_a_Dem-a-Cat""]"
"Tue Apr 11 06:09:10 +0000 2017","EJLandwehr","17480","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","Santa Rosa, CA","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","iPhone"
"Tue Apr 11 06:12:18 +0000 2017","sambewitched123","633","RT @Emolclause: GREAT IDEA HUH? #TheResistance #Trumprussia #russianhacking #SyriaStrikes #russiagate #CNN  #msnbc #FOXNewsUS…","The World","['TheResistance', 'Trumprussia', 'russianhacking', 'SyriaStrikes', 'russiagate', 'CNN', 'msnbc', 'FOXNewsUS']","[u'Emoluments Clause']","Android"
"Tue Apr 11 06:12:26 +0000 2017","GTYLER4591","399","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","Palm Springs","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","iPad"
"Tue Apr 11 06:12:58 +0000 2017","THOTorNOT2015","1111","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","Android"
"Tue Apr 11 06:14:37 +0000 2017","GTYLER4591","399","@POTUS #BirdsOfAFeather flock together! #TrumpRussiaCoverUp #Russianhacking #ImpeachTrump #VoteThemOut… https://t.co/9ioiqGCkNI","Palm Springs","['BirdsOfAFeather', 'TrumpRussiaCoverUp', 'Russianhacking', 'ImpeachTrump', 'VoteThemOut']","[u'President Trump']","iPad"
"Tue Apr 11 06:14:46 +0000 2017","helpsyriakids1","89","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","United States","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","iPhone"
"Tue Apr 11 06:16:11 +0000 2017","RosalesRosina","796","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","California, USA","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","iPhone"
"Tue Apr 11 06:16:24 +0000 2017","MiamiPapers","757","RT @GTYLER4591: @POTUS #BirdsOfAFeather flock together! #TrumpRussiaCoverUp #Russianhacking #ImpeachTrump #VoteThemOut…","Miami, FL","['BirdsOfAFeather', 'TrumpRussiaCoverUp', 'Russianhacking', 'ImpeachTrump', 'VoteThemOut']","[u'GEORGE TYLER', u'President Trump']"
"Tue Apr 11 06:17:38 +0000 2017","MotivationalMnt","2269","Russian arrested in Spain for alleged links to U.S. election hacking.#russiagate #russianhacking  https://t.co/zJoOsH3W4j","Seoul, Republic of Korea","['russiagate', 'russianhacking']","[]","iPhone"
"Tue Apr 11 06:24:47 +0000 2017","Betterw05759703","3052","RT @djbratpack: #Russianhacking #Trumprussia #russiagate #TrumpRussiaCoverUp 
#TheResistance https://t.co/OEVdrNFgB5","Missouri, USA","['Russianhacking', 'Trumprussia', 'russiagate', 'TrumpRussiaCoverUp', 'TheResistance']","[u""DB's_a_Dem-a-Cat""]","Android"
"Tue Apr 11 06:24:52 +0000 2017","Betterw05759703","3052","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","Missouri, USA","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","Android"
"Tue Apr 11 06:25:44 +0000 2017","WandaKothlow","59","#Focus. #followthefacts to #russiagate. Story is #TrumpRussiaCoverUp of #TrumpRussiaCollusion &amp; #russianhacking in… https://t.co/sRa8eugDMj","","['Focus', 'followthefacts', 'russiagate', 'TrumpRussiaCoverUp', 'TrumpRussiaCollusion', 'russianhacking']","[]","Android"
"Tue Apr 11 06:26:02 +0000 2017","ProfessorPengu2","326","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","iPhone"
"Tue Apr 11 06:26:42 +0000 2017","Betterw05759703","3053","RT @djbratpack: #Levashov #RussianHacking #TrumpRussia #Russiagate #TrumpRussiaCollusion 
#TheResistance https://t.co/efwg4VWsVq","Missouri, USA","['Levashov', 'RussianHacking', 'TrumpRussia', 'Russiagate', 'TrumpRussiaCollusion', 'TheResistance']","[u""DB's_a_Dem-a-Cat""]","Android"
"Tue Apr 11 06:27:22 +0000 2017","jenniferx007","3915","RT @David4justice48: Russian arrested in Spain 'over mass hacking'
https://t.co/XkwDyHtN1E
#Russianhacking #Trumprussia #russiagate #TrumpR…","","['Russianhacking', 'Trumprussia', 'russiagate']","[u'Resistance Dave\u2122 \U0001f44a\u270a']","Twitter Web Client"
"Tue Apr 11 06:28:37 +0000 2017","2017Quicksilver","8135","#ImpeachTrump
#notmypresident
#TrumpRussiaCoverUp
#TrumpTaxReturns
#PutinsPuppet
#TrumpRussiaCollusion… https://t.co/e52KGpt0MN","","['ImpeachTrump', 'notmypresident', 'TrumpRussiaCoverUp', 'TrumpTaxReturns', 'PutinsPuppet', 'TrumpRussiaCollusion']","[]","Twitter Web Client"
"Tue Apr 11 06:28:55 +0000 2017","SharoNastyWoman","276","RT @2017Quicksilver: #ImpeachTrump
#notmypresident
#TrumpRussiaCoverUp
#TrumpTaxReturns
#PutinsPuppet
#TrumpRussiaCollusion…","","['ImpeachTrump', 'notmypresident', 'TrumpRussiaCoverUp', 'TrumpTaxReturns', 'PutinsPuppet', 'TrumpRussiaCollusion']","[u'Quicksilver \u269b\ufe0f\U0001f596']","iPhone"
"Tue Apr 11 06:30:06 +0000 2017","StephenWunderl4","1329","RT @2017Quicksilver: #ImpeachTrump
#notmypresident
#TrumpRussiaCoverUp
#TrumpTaxReturns
#PutinsPuppet
#TrumpRussiaCollusion…","Seattle, WA","['ImpeachTrump', 'notmypresident', 'TrumpRussiaCoverUp', 'TrumpTaxReturns', 'PutinsPuppet', 'TrumpRussiaCollusion']","[u'Quicksilver \u269b\ufe0f\U0001f596']","iPhone"
"Wed Apr 12 18:39:58 +0000 2017","JackArmada","483","People are surprised #KGBRex didn't talk about #russianhacking w putin - he is on their payroll - keep up people!","New York, USA","['KGBRex', 'russianhacking']","[]","iPhone"
"Wed Apr 12 18:40:15 +0000 2017","orangepussygrab","1290","RT @jacksnowknows: #RexTillerson it's a little slow on the uptake. US-Russia relations have been at a low point since #RussianHacking…","United States","['RexTillerson', 'RussianHacking']","[u'Jack Snow\u2744\ufe0f']","Android"
"Wed Apr 12 18:41:59 +0000 2017","Annod40","3392","#Trumprussia #StolenElection #SpecialProsecutor #RussianHacking #IllegitimatePOTUS #PutinsPuppet #Treason #Traitor https://t.co/S2auQEnER4","","['Trumprussia', 'StolenElection', 'SpecialProsecutor', 'RussianHacking', 'IllegitimatePOTUS', 'PutinsPuppet', 'Treason', 'Traitor']","[]","Twitter Web Client"
"Wed Apr 12 18:42:14 +0000 2017","Annod40","3392","#Trumprussia #StolenElection #SpecialProsecutor #RussianHacking #IllegitimatePOTUS #PutinsPuppet #Treason #Traitor https://t.co/6tfClZLPgC","","['Trumprussia', 'StolenElection', 'SpecialProsecutor', 'RussianHacking', 'IllegitimatePOTUS', 'PutinsPuppet', 'Treason', 'Traitor']","[]","Twitter Web Client"
"Wed Apr 12 18:42:25 +0000 2017","Annod40","3391","#Trumprussia #StolenElection #SpecialProsecutor #RussianHacking #IllegitimatePOTUS #PutinsPuppet #Treason #Traitor https://t.co/lkPiDw24fl","","['Trumprussia', 'StolenElection', 'SpecialProsecutor', 'RussianHacking', 'IllegitimatePOTUS', 'PutinsPuppet', 'Treason', 'Traitor']","[]","Twitter Web Client"
"Wed Apr 12 18:42:38 +0000 2017","Annod40","3392","#Trumprussia #StolenElection #SpecialProsecutor #RussianHacking #IllegitimatePOTUS #PutinsPuppet #Treason #Traitor https://t.co/JZ38QM3e7c","","['Trumprussia', 'StolenElection', 'SpecialProsecutor', 'RussianHacking', 'IllegitimatePOTUS', 'PutinsPuppet', 'Treason', 'Traitor']","[]","Twitter Web Client"
"Wed Apr 12 18:43:34 +0000 2017","w55unicorn","302","RT @jacksnowknows: #RexTillerson it's a little slow on the uptake. US-Russia relations have been at a low point since #RussianHacking…","USA","['RexTillerson', 'RussianHacking']","[u'Jack Snow\u2744\ufe0f']","iPhone"
"Wed Apr 12 18:44:13 +0000 2017","TrumpDefense","4992","#Retweet if you think #russianhacking is a #HOAX, and @realDonaldTrump won FAIR AND SQUARE! #MAGA #WednesdayWisdom… https://t.co/btXmLJ6CVZ","Denver, CO","['Retweet', 'russianhacking', 'HOAX', 'MAGA', 'WednesdayWisdom']","[u'Donald J. Trump']","Twitter Web Client"
"Wed Apr 12 18:44:38 +0000 2017","Jamesdo222","169","RT @jacksnowknows: #RexTillerson it's a little slow on the uptake. US-Russia relations have been at a low point since #RussianHacking…","American fyeah!","['RexTillerson', 'RussianHacking']","[u'Jack Snow\u2744\ufe0f']","Android"
"Wed Apr 12 18:46:05 +0000 2017","katieosumi","448","did you tell them who you are? #russianhacking https://t.co/923GuLV5Sw","southern caifornia","['russianhacking']","[]","iPhone"
"Wed Apr 12 18:46:06 +0000 2017","IstUngeheuer","3159","#TrumpandthePress #tcot https://t.co/WL9GjNcYRK","","['TrumpandthePress', 'tcot']","[]","Twitter Web Client"
"Wed Apr 12 18:47:02 +0000 2017","sallyGurl3","591","RT @jacksnowknows: #RexTillerson it's a little slow on the uptake. US-Russia relations have been at a low point since #RussianHacking…","Portland, OR","['RexTillerson', 'RussianHacking']","[u'Jack Snow\u2744\ufe0f']","Android"
"Wed Apr 12 18:47:09 +0000 2017","WEB_2013","1007","RT @TrumpDefense: #Retweet if you think #russianhacking is a #HOAX, and @realDonaldTrump won FAIR AND SQUARE! #MAGA #WednesdayWisdom…","","['Retweet', 'russianhacking', 'HOAX', 'MAGA', 'WednesdayWisdom']","[u'Defend The Trumps!', u'Donald J. Trump']","Twitter Web Client"
"Wed Apr 12 18:48:26 +0000 2017","ReportUK","31468","RT @TheWeekUK Russian arrested for ""hacking"" US election #russianhacker #russianhacking #Russiagate #trumprussia. https://t.co/nQ1bUxYdUn","U.K.","['russianhacker', 'russianhacking', 'Russiagate', 'trumprussia']","[u'The Week UK']"
"Wed Apr 12 18:48:26 +0000 2017","TheTruth24UK","19741","RT @ReportUK: RT @TheWeekUK Russian arrested for ""hacking"" US election #russianhacker #russianhacking #Russiagate #trumprussia. https://t.c…","U.K.","['russianhacker', 'russianhacking', 'Russiagate', 'trumprussia']","[u'Report UK', u'The Week UK']"
"Wed Apr 12 18:49:29 +0000 2017","phillip92321","192","RT @jacksnowknows: #RexTillerson it's a little slow on the uptake. US-Russia relations have been at a low point since #RussianHacking…","Chicago, IL","['RexTillerson', 'RussianHacking']","[u'Jack Snow\u2744\ufe0f']","Twitter Web Client"
"Wed Apr 12 18:49:38 +0000 2017","tambinijulianyc","332","RT @TrumpDefense: #Retweet if you think #russianhacking is a #HOAX, and @realDonaldTrump won FAIR AND SQUARE! #MAGA #WednesdayWisdom…","New York, NY","['Retweet', 'russianhacking', 'HOAX', 'MAGA', 'WednesdayWisdom']","[u'Defend The Trumps!', u'Donald J. Trump']","iPhone"
"Wed Apr 12 18:50:06 +0000 2017","FrequentTweets","2550","RT @Annod40: #Trumprussia #StolenElection #SpecialProsecutor #RussianHacking #IllegitimatePOTUS #PutinsPuppet #Treason #Traitor https://t.c…","River Moskva, Clearwater, FL","['Trumprussia', 'StolenElection', 'SpecialProsecutor', 'RussianHacking', 'IllegitimatePOTUS', 'PutinsPuppet', 'Treason', 'Traitor']","[u'\U0001f47d\U0001f47dLursa']","Twitter Web Client"
"Wed Apr 12 18:51:04 +0000 2017","Tomikka4","59","RT @puppymnkey: This was my thinking but I didn't want to appear to push conspiracies. Stein demanded RECOUNT but not AUDITs (which…","Michigan, USA","[]","[u'ImpeachAgentOrangsky']","iPhone"
"Wed Apr 12 18:51:18 +0000 2017","valleylea","2462","RT @jacksnowknows: #RexTillerson it's a little slow on the uptake. US-Russia relations have been at a low point since #RussianHacking…","Pikesville, MD","['RexTillerson', 'RussianHacking']","[u'Jack Snow\u2744\ufe0f']","iPad"
"Wed Apr 12 18:51:26 +0000 2017","rtandat","2221","RT @TrumpDefense: #Retweet if you think #russianhacking is a #HOAX, and @realDonaldTrump won FAIR AND SQUARE! #MAGA #WednesdayWisdom…","Home, Sweet Home ❤️","['Retweet', 'russianhacking', 'HOAX', 'MAGA', 'WednesdayWisdom']","[u'Defend The Trumps!', u'Donald J. Trump']","iPhone"
"Wed Apr 12 18:52:16 +0000 2017","VennMultiverse","9829","RT @Annod40: #Trumprussia #StolenElection #SpecialProsecutor #RussianHacking #IllegitimatePOTUS #PutinsPuppet #Treason #Traitor https://t.c…","Center of the Multiverse","['Trumprussia', 'StolenElection', 'SpecialProsecutor', 'RussianHacking', 'IllegitimatePOTUS', 'PutinsPuppet', 'Treason', 'Traitor']","[u'\U0001f47d\U0001f47dLursa']","iPhone"
"Wed Apr 12 18:52:59 +0000 2017","WPaxtonRobinson","532","RT @puppymnkey: This was my thinking but I didn't want to appear to push conspiracies. Stein demanded RECOUNT but not AUDITs (which…","Georgia","[]","[u'ImpeachAgentOrangsky']","iPhone"
"Wed Apr 12 18:53:04 +0000 2017","Impeachagentor2","126","RT @Annod40: #Trumprussia #StolenElection #SpecialProsecutor #RussianHacking #IllegitimatePOTUS #PutinsPuppet #Treason #Traitor https://t.c…","","['Trumprussia', 'StolenElection', 'SpecialProsecutor', 'RussianHacking', 'IllegitimatePOTUS', 'PutinsPuppet', 'Treason', 'Traitor']","[u'\U0001f47d\U0001f47dLursa']","Android"
"Wed Apr 12 18:53:56 +0000 2017","Bsherzog28S","1058","RT @Annod40: #Trumprussia #StolenElection #SpecialProsecutor #RussianHacking #IllegitimatePOTUS #PutinsPuppet #Treason #Traitor https://t.c…","","['Trumprussia', 'StolenElection', 'SpecialProsecutor', 'RussianHacking', 'IllegitimatePOTUS', 'PutinsPuppet', 'Treason', 'Traitor']","[u'\U0001f47d\U0001f47dLursa']","iPhone"
"Wed Apr 12 18:54:44 +0000 2017","HeysannaHosanna","9181","RT @HeysannaHosanna: If #RussianHacking threw the ""election"" to Donald Trump, is that mitigated by corporate profits/sanctions?…","PARIAH (USA) PLANET EARTH F-6","['RussianHacking']","[u'UNSCRAMBLE']","iPhone"
"Wed Apr 12 18:55:46 +0000 2017","ddd_deborah","255","RT @Annod40: #Trumprussia #StolenElection #SpecialProsecutor #RussianHacking #IllegitimatePOTUS #PutinsPuppet #Treason #Traitor https://t.c…","Tennessee","['Trumprussia', 'StolenElection', 'SpecialProsecutor', 'RussianHacking', 'IllegitimatePOTUS', 'PutinsPuppet', 'Treason', 'Traitor']","[u'\U0001f47d\U0001f47dLursa']"
"Wed Apr 12 18:56:19 +0000 2017","LastChanceParty","2722","RT @TrumpDefense: #Retweet if you think #russianhacking is a #HOAX, and @realDonaldTrump won FAIR AND SQUARE! #MAGA #WednesdayWisdom…","LCPHQ DuPage County IL","['Retweet', 'russianhacking', 'HOAX', 'MAGA', 'WednesdayWisdom']","[u'Defend The Trumps!', u'Donald J. Trump']","iPhone"
"Wed Apr 12 18:56:25 +0000 2017","karen__harper","6219","RT @TrumpDefense: #Retweet if you think #russianhacking is a #HOAX, and @realDonaldTrump won FAIR AND SQUARE! #MAGA #WednesdayWisdom…","Seattle, WA","['Retweet', 'russianhacking', 'HOAX', 'MAGA', 'WednesdayWisdom']","[u'Defend The Trumps!', u'Donald J. Trump']"
"Wed Apr 12 18:56:26 +0000 2017","OldSalz","1262","RT @TrumpDefense: #Retweet if you think #russianhacking is a #HOAX, and @realDonaldTrump won FAIR AND SQUARE! #MAGA #WednesdayWisdom…","United States","['Retweet', 'russianhacking', 'HOAX', 'MAGA', 'WednesdayWisdom']","[u'Defend The Trumps!', u'Donald J. Trump']","Twitter Web Client"
"Wed Apr 12 18:57:05 +0000 2017","pmaddogs","195","RT @jacksnowknows: #RexTillerson it's a little slow on the uptake. US-Russia relations have been at a low point since #RussianHacking…","Portland, OR","['RexTillerson', 'RussianHacking']","[u'Jack Snow\u2744\ufe0f']","iPhone"
"Wed Apr 12 18:57:08 +0000 2017","realmattcloud","55","#russianhacking #CIAsucks https://t.co/2Ag8kfvw6E","","['russianhacking', 'CIAsucks']","[]","Twitter Web Client"
"Wed Apr 12 18:57:09 +0000 2017","Canadiangal51","2447","RT @jacksnowknows: #RexTillerson it's a little slow on the uptake. US-Russia relations have been at a low point since #RussianHacking…","","['RexTillerson', 'RussianHacking']","[u'Jack Snow\u2744\ufe0f']","Twitter Web Client"
