"Apr 01","160"
"Apr 02","69"
"Apr 03","394"
"Apr 04","100"
"Apr 05","52"
"Apr 06","61"
"Apr 07","19"
"Apr 08","52"
"Apr 09","13"
"Apr 10","172"
"Apr 11","102"
"Apr 12","82"
"Apr 13","25"
"Apr 14","171"
"Apr 15","149"
"Apr 16","87"
"Apr 17","12"
"Apr 18","3"
"Apr 19","22"
"Apr 20","59"
"Apr 21","40"
"Apr 22","9"
"Apr 23","4"
"Apr 24","20"
"Apr 25","20"
"Apr 26","22"
"Apr 27","18"
"Mar 31","4"
